customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount
7245,2023-11-17,Referral,2024-06-17,39,20
7246,2023-05-20,Mobile,2023-07-26,17,50
7247,2023-10-07,Mobile,2024-09-04,42,0
7248,2023-02-03,Mobile,2023-04-05,21,0
7249,2023-11-05,Mobile,2024-09-24,10,0
7250,2023-01-18,Mobile,2023-08-18,6,10
7251,2023-02-26,Web,2024-01-04,16,0
7252,2023-04-22,Referral,2023-06-28,1,0
7253,2023-01-05,Mobile,2023-09-14,16,20
7254,2023-07-01,Web,2023-11-23,2,10
7255,2023-01-13,Mobile,2023-04-20,62,50
7256,2023-12-05,Web,2024-03-25,25,0
7257,2023-10-12,Web,2024-01-12,31,0
7258,2023-09-16,Web,2024-07-17,10,0
7259,2023-03-31,Mobile,2023-07-21,7,50
7260,2023-04-14,Mobile,2023-06-03,36,0
7261,2023-07-05,Referral,2023-09-24,33,20
7262,2023-09-07,Web,2024-04-15,3,0
7263,2023-09-12,Mobile,2024-03-03,8,0
7264,2023-03-17,Mobile,2024-01-17,87,50
7265,2023-04-18,Web,2023-08-29,10,0
7266,2023-06-05,Mobile,2023-12-27,0,0
7267,2023-03-23,Web,2023-10-09,1,0
7268,2023-03-18,Web,2024-03-04,44,0
7269,2023-09-15,Mobile,2024-06-13,42,0
7270,2023-05-07,Mobile,2023-08-07,14,0
7271,2023-10-09,Web,2024-06-22,4,50
7272,2023-03-29,Web,2023-11-26,20,0
7273,2023-07-23,Web,2023-10-08,12,0
7274,2023-01-16,Web,2024-01-13,14,0
7275,2023-05-31,Web,2024-05-24,9,0
7276,2023-09-11,Web,2024-02-23,1,0
7277,2023-07-07,Mobile,2023-09-07,46,0
7278,2023-11-25,Mobile,2024-09-15,28,0
7279,2023-02-01,Mobile,2024-01-11,53,0
7280,2023-09-28,Mobile,2023-12-07,20,0
7281,2023-01-05,Web,2023-02-04,125,50
7282,2023-11-26,Web,2024-09-23,98,0
7283,2023-11-04,Referral,2024-01-24,9,0
7284,2023-11-29,Web,2024-09-14,14,0
7285,2023-06-18,Web,2023-07-28,41,0
7286,2023-06-30,Web,2023-07-23,44,0
7287,2023-06-27,Mobile,2024-04-04,72,10
7288,2023-05-23,Mobile,2024-04-12,31,0
7289,2023-12-28,Referral,2024-11-09,19,0
7290,2023-09-05,Referral,2024-06-02,14,20
7291,2023-05-07,Mobile,2024-02-17,16,0
7292,2023-09-20,Web,2023-10-13,56,0
7293,2023-02-09,Web,2024-01-18,117,0
7294,2023-12-21,Web,2024-05-13,1,0
7295,2023-09-12,Web,2023-11-22,26,0
7296,2023-05-23,Web,2024-04-03,22,0
7297,2023-08-28,Web,2023-09-19,14,10
7298,2023-08-16,Web,2024-05-07,57,0
7299,2023-12-07,Web,2024-04-01,25,0
7300,2023-07-17,Referral,2023-11-13,11,20
7301,2023-03-06,Mobile,2023-08-23,17,50
7302,2023-01-11,Referral,2023-03-23,13,0
7303,2023-04-18,Web,2024-01-02,16,0
7304,2023-01-26,Mobile,2023-04-10,2,0
7305,2023-05-31,Web,2024-04-07,3,20
7306,2023-08-09,Web,2024-03-03,29,20
7307,2023-12-07,Web,2024-04-16,34,0
7308,2023-08-25,Referral,2024-07-15,30,0
7309,2023-08-25,Referral,2023-11-17,43,20
7310,2023-08-07,Web,2024-02-03,86,0
7311,2023-05-31,Web,2023-09-25,59,10
7312,2023-05-03,Mobile,2023-08-26,16,20
7313,2023-05-24,Web,2024-04-01,7,20
7314,2023-07-08,Web,2023-11-26,11,0
7315,2023-09-12,Web,2024-01-27,26,50
7316,2023-03-09,Mobile,2024-02-04,58,0
7317,2023-04-14,Web,2023-10-24,36,0
7318,2023-12-02,Web,2024-09-08,23,0
7319,2023-06-08,Web,2024-01-23,27,0
7320,2023-11-05,Mobile,2024-02-20,22,0
7321,2023-12-28,Referral,2024-04-17,106,20
7322,2023-10-27,Web,2024-01-02,50,50
7323,2023-03-31,Referral,2023-12-05,45,20
7324,2023-12-23,Referral,2024-06-17,21,0
7325,2023-09-13,Referral,2024-08-15,12,0
7326,2023-12-19,Mobile,2024-11-18,0,50
7327,2023-08-08,Mobile,2024-03-09,1,50
7328,2023-01-09,Referral,2023-07-23,0,50
7329,2023-01-12,Web,2023-06-23,118,0
7330,2023-11-21,Mobile,2024-10-09,3,20
7331,2023-09-01,Referral,2024-04-17,4,20
7332,2023-07-01,Mobile,2023-12-24,19,0
7333,2023-10-11,Referral,2024-09-02,19,0
7334,2023-11-08,Mobile,2023-12-18,75,20
7335,2023-04-09,Referral,2023-08-25,2,0
7336,2023-07-16,Mobile,2023-08-26,94,0
7337,2023-08-14,Mobile,2023-11-19,7,0
7338,2023-11-29,Mobile,2024-02-16,105,0
7339,2023-04-13,Referral,2023-12-17,23,0
7340,2023-04-16,Referral,2023-10-20,31,0
7341,2023-12-31,Referral,2024-07-27,11,0
7342,2023-02-27,Mobile,2023-09-06,28,20
7343,2023-03-19,Web,2023-09-05,37,0
7344,2023-03-16,Web,2023-07-13,0,0
7345,2023-02-11,Referral,2023-09-10,1,0
7346,2023-11-20,Mobile,2024-07-26,129,10
7347,2023-06-30,Web,2024-06-01,18,0
7348,2023-02-02,Web,2023-07-17,82,0
7349,2023-03-12,Referral,2023-03-29,39,0
7350,2023-02-25,Referral,2023-12-20,14,50
7351,2023-04-15,Referral,2023-12-11,4,0
7352,2023-07-19,Mobile,2024-04-21,114,0
7353,2023-04-11,Web,2023-08-07,26,20
7354,2023-09-13,Web,2024-02-16,6,0
7355,2023-11-03,Web,2023-12-03,34,0
7356,2023-03-15,Referral,2023-09-03,2,0
7357,2023-06-20,Web,2023-07-26,60,0
7358,2023-05-23,Mobile,2024-01-03,2,0
7359,2023-06-15,Mobile,2024-01-11,8,0
7360,2023-09-18,Mobile,2024-08-29,2,10
7361,2023-08-09,Referral,2023-11-19,3,0
7362,2023-03-24,Web,2023-06-27,22,0
7363,2023-07-01,Mobile,2024-02-04,34,10
7364,2023-11-03,Web,2024-05-13,46,50
7365,2023-01-10,Web,2023-03-12,35,0
7366,2023-01-04,Mobile,2023-04-25,13,0
7367,2023-12-17,Web,2024-07-03,24,0
7368,2023-12-02,Mobile,2023-12-28,78,20
7369,2023-10-19,Mobile,2024-04-26,14,0
7370,2023-10-08,Web,2024-01-05,8,0
7371,2023-08-03,Web,2023-10-26,21,10
7372,2023-04-08,Mobile,2024-03-06,10,0
7373,2023-04-11,Referral,2023-07-01,9,0
7374,2023-01-09,Mobile,2023-12-09,45,0
7375,2023-03-02,Mobile,2024-02-10,66,20
7376,2023-11-05,Mobile,2024-05-04,20,10
7377,2023-05-26,Mobile,2023-11-20,45,0
7378,2023-03-04,Web,2023-05-29,6,0
7379,2023-05-01,Mobile,2023-05-26,23,10
7380,2023-08-14,Mobile,2024-02-13,30,10
7381,2023-04-15,Mobile,2024-03-14,20,0
7382,2023-09-17,Mobile,2024-05-03,3,0
7383,2023-12-15,Referral,2024-09-09,39,20
7384,2023-09-12,Web,2024-06-11,54,0
7385,2023-07-26,Referral,2024-04-06,30,0
7386,2023-01-28,Mobile,2023-11-01,5,0
7387,2023-06-19,Mobile,2024-05-31,2,10
7388,2023-12-02,Web,2024-09-03,10,0
7389,2023-03-17,Web,2023-12-26,1,0
7390,2023-04-26,Mobile,2023-12-09,54,50
7391,2023-03-10,Mobile,2023-05-28,36,0
7392,2023-12-20,Web,2024-05-23,24,0
7393,2023-08-22,Mobile,2024-08-19,66,0
7394,2023-01-01,Web,2023-12-13,3,0
7395,2023-06-16,Referral,2023-10-03,37,0
7396,2023-12-18,Referral,2024-02-02,4,0
7397,2023-08-06,Web,2024-02-02,1,0
7398,2023-09-30,Referral,2024-06-05,4,0
7399,2023-09-08,Referral,2024-05-22,90,10
7400,2023-12-13,Web,2024-09-16,17,50
7401,2023-12-10,Mobile,2024-11-12,1,0
7402,2023-06-23,Mobile,2023-09-27,26,50
7403,2023-06-19,Mobile,2023-07-04,6,50
7404,2023-09-03,Web,2024-02-06,0,0
7405,2023-03-31,Web,2023-10-10,42,50
7406,2023-02-18,Mobile,2023-08-05,5,0
7407,2023-10-21,Web,2024-02-28,85,20
7408,2023-05-30,Referral,2023-12-31,26,50
7409,2023-05-12,Web,2023-08-21,2,20
7410,2023-02-28,Mobile,2024-01-07,7,0
7411,2023-11-20,Referral,2024-10-28,28,0
7412,2023-07-18,Mobile,2023-09-07,12,0
7413,2023-08-03,Mobile,2024-06-10,22,0
7414,2023-02-18,Referral,2023-10-04,48,0
7415,2023-08-20,Referral,2023-10-20,47,0
7416,2023-09-04,Web,2023-11-22,35,20
7417,2023-08-27,Mobile,2024-05-11,65,20
7418,2023-06-17,Referral,2023-11-19,6,50
7419,2023-02-17,Web,2023-04-21,5,0
7420,2023-02-20,Web,2024-01-15,48,0
7421,2023-10-26,Web,2024-01-24,11,0
7422,2023-04-08,Web,2023-09-29,21,0
7423,2023-08-04,Mobile,2024-01-01,40,0
7424,2023-06-26,Mobile,2024-05-22,15,0
7425,2023-03-21,Referral,2023-04-27,4,50
7426,2023-07-04,Mobile,2023-07-11,34,50
7427,2023-01-27,Web,2023-11-11,50,20
7428,2023-07-14,Web,2024-03-31,0,0
7429,2023-08-02,Referral,2023-12-10,24,0
7430,2023-12-08,Web,2024-04-03,19,50
7431,2023-04-24,Web,2024-02-25,9,0
7432,2023-08-30,Referral,2024-06-22,5,0
7433,2023-05-04,Mobile,2024-04-14,6,0
7434,2023-11-01,Web,2023-12-23,38,50
7435,2023-03-17,Referral,2023-12-21,23,0
7436,2023-11-07,Referral,2024-05-24,119,0
7437,2023-11-08,Web,2024-10-16,8,10
7438,2023-07-15,Referral,2024-02-29,94,0
7439,2023-12-17,Web,2024-07-21,21,50
7440,2023-02-13,Mobile,2024-01-04,4,0
7441,2023-07-05,Referral,2024-04-16,4,50
7442,2023-12-09,Referral,2024-04-29,28,0
7443,2023-09-03,Web,2024-08-27,53,0
7444,2023-03-25,Web,2024-02-25,41,50
7445,2023-07-26,Web,2023-10-08,31,0
7446,2023-05-31,Mobile,2024-03-29,5,0
7447,2023-06-05,Web,2023-08-18,3,0
7448,2023-01-16,Mobile,2023-08-16,0,0
7449,2023-06-14,Web,2024-01-04,3,10
7450,2023-05-25,Mobile,2023-07-27,43,0
7451,2023-02-06,Web,2023-10-27,67,0
7452,2023-11-29,Referral,2024-11-08,8,0
7453,2023-02-14,Web,2024-02-04,47,0
7454,2023-07-25,Web,2024-06-27,6,0
7455,2023-03-03,Referral,2024-02-27,8,20
7456,2023-12-22,Mobile,2024-11-29,7,0
7457,2023-11-04,Web,2024-04-21,1,10
7458,2023-01-19,Web,2023-09-25,6,20
7459,2023-12-31,Mobile,2024-03-28,14,0
7460,2023-10-27,Web,2024-09-04,15,20
7461,2023-01-07,Mobile,2023-05-05,11,10
7462,2023-09-06,Mobile,2024-05-01,21,20
7463,2023-04-27,Web,2024-01-18,14,0
7464,2023-03-09,Mobile,2023-09-01,105,0
7465,2023-02-03,Mobile,2023-02-25,49,50
7466,2023-07-13,Referral,2024-03-08,80,10
7467,2023-11-21,Web,2024-09-30,24,0
7468,2023-02-24,Mobile,2023-08-04,34,50
7469,2023-09-23,Web,2024-04-25,5,50
7470,2023-02-11,Mobile,2023-11-23,41,0
7471,2023-10-24,Referral,2024-09-11,8,0
7472,2023-08-19,Web,2024-03-06,4,0
7473,2023-01-10,Referral,2023-05-09,1,50
7474,2023-12-24,Mobile,2024-06-05,19,0
7475,2023-05-08,Referral,2023-10-14,10,0
7476,2023-06-28,Mobile,2023-08-22,129,10
7477,2023-07-12,Web,2024-04-25,8,0
7478,2023-04-02,Web,2023-06-18,60,0
7479,2023-08-19,Web,2024-07-16,11,0
7480,2023-03-19,Web,2024-02-27,41,0
7481,2023-03-26,Mobile,2023-07-18,32,0
7482,2023-01-30,Mobile,2023-11-16,24,0
7483,2023-08-01,Referral,2024-03-13,16,20
7484,2023-02-18,Mobile,2023-03-03,33,0
7485,2023-09-22,Mobile,2023-12-17,15,0
7486,2023-05-25,Referral,2024-04-13,23,10
7487,2023-03-10,Referral,2024-01-02,26,0
7488,2023-02-27,Web,2023-03-25,9,0
7489,2023-07-04,Mobile,2023-10-15,12,0
7490,2023-03-03,Web,2023-08-24,0,0
7491,2023-11-04,Web,2024-05-16,57,20
7492,2023-10-23,Web,2024-02-10,42,10
7493,2023-06-15,Referral,2024-05-04,6,20
7494,2023-06-20,Mobile,2024-03-15,13,10
7495,2023-03-04,Mobile,2024-02-22,16,0
7496,2023-05-27,Referral,2023-11-15,12,0
7497,2023-11-02,Web,2024-10-15,48,0
7498,2023-06-10,Mobile,2023-10-05,38,0
7499,2023-05-21,Mobile,2024-04-17,43,0
7500,2023-11-30,Web,2024-10-05,70,0
7501,2023-04-07,Mobile,2023-09-06,27,0
7502,2023-08-09,Web,2024-07-15,28,0
7503,2023-02-12,Referral,2023-09-24,38,0
7504,2023-10-19,Web,2023-11-25,34,0
7505,2023-04-18,Web,2023-11-28,61,0
7506,2023-09-23,Mobile,2024-08-11,44,0
7507,2023-04-05,Web,2023-10-11,3,0
7508,2023-09-19,Web,2024-04-03,79,0
7509,2023-11-09,Mobile,2024-05-11,34,0
7510,2023-03-12,Web,2024-03-05,4,0
7511,2023-08-07,Mobile,2023-08-17,44,0
7512,2023-01-21,Mobile,2023-02-03,13,50
7513,2023-04-02,Mobile,2024-03-28,49,0
7514,2023-05-07,Mobile,2023-07-11,93,50
7515,2023-03-21,Web,2023-09-04,8,0
7516,2023-11-08,Web,2024-02-19,58,0
7517,2023-08-26,Mobile,2024-01-25,44,10
7518,2023-07-01,Referral,2023-09-01,33,0
7519,2023-01-25,Web,2023-09-01,14,0
7520,2023-06-05,Mobile,2024-04-20,3,0
7521,2023-01-05,Mobile,2023-07-10,19,10
7522,2023-04-30,Mobile,2023-06-08,3,0
7523,2023-10-04,Mobile,2024-08-06,20,0
7524,2023-01-18,Web,2023-03-09,51,50
7525,2023-07-17,Mobile,2023-10-16,181,0
7526,2023-02-26,Web,2023-03-06,6,0
7527,2023-04-03,Mobile,2023-12-29,6,0
7528,2023-01-19,Referral,2023-05-10,49,0
7529,2023-12-19,Mobile,2024-03-07,18,0
7530,2023-07-12,Web,2023-08-25,74,0
7531,2023-08-25,Referral,2024-01-03,43,0
7532,2023-10-04,Referral,2024-04-08,40,0
7533,2023-08-15,Mobile,2023-12-16,3,0
7534,2023-08-21,Mobile,2023-11-06,1,50
7535,2023-02-09,Web,2023-03-25,11,0
7536,2023-11-19,Referral,2024-06-14,7,0
7537,2023-06-02,Mobile,2023-09-10,37,0
7538,2023-05-07,Referral,2024-02-14,17,0
7539,2023-08-25,Web,2024-01-19,22,50
7540,2023-02-24,Web,2023-06-23,50,0
7541,2023-06-21,Referral,2023-11-05,19,0
7542,2023-04-19,Mobile,2023-10-08,23,0
7543,2023-12-20,Web,2024-08-25,55,0
7544,2023-07-03,Web,2024-04-09,16,20
7545,2023-07-17,Mobile,2024-04-05,2,0
7546,2023-03-28,Web,2023-05-17,22,0
7547,2023-07-20,Mobile,2024-07-04,25,0
7548,2023-12-03,Mobile,2024-11-06,21,0
7549,2023-11-18,Mobile,2024-07-16,8,0
7550,2023-10-02,Web,2023-11-28,7,50
7551,2023-07-30,Referral,2023-12-29,13,0
7552,2023-04-28,Web,2023-11-05,5,10
7553,2023-07-10,Mobile,2023-08-04,32,0
7554,2023-02-11,Web,2023-05-16,28,0
7555,2023-02-11,Mobile,2023-10-06,30,0
7556,2023-11-11,Referral,2024-06-17,7,50
7557,2023-10-03,Referral,2023-11-27,8,0
7558,2023-11-25,Mobile,2024-04-30,46,0
7559,2023-01-17,Mobile,2023-12-11,35,0
7560,2023-10-10,Referral,2024-02-07,62,10
7561,2023-09-15,Referral,2024-04-20,15,20
7562,2023-03-04,Referral,2024-02-10,23,0
7563,2023-03-03,Web,2024-02-21,40,10
7564,2023-04-10,Referral,2023-08-29,109,0
7565,2023-01-19,Web,2023-11-04,137,0
7566,2023-01-17,Web,2023-04-02,213,0
7567,2023-11-21,Web,2024-07-27,66,0
7568,2023-09-03,Web,2023-10-15,30,50
7569,2023-09-08,Mobile,2024-04-15,0,0
7570,2023-03-22,Referral,2023-07-31,36,0
7571,2023-02-08,Mobile,2023-04-25,8,10
7572,2023-02-05,Mobile,2023-09-23,1,0
7573,2023-07-16,Mobile,2024-05-30,35,0
7574,2023-06-07,Mobile,2024-03-21,42,0
7575,2023-07-23,Web,2024-05-24,32,0
7576,2023-07-15,Referral,2024-03-21,13,0
7577,2023-08-04,Mobile,2023-10-18,21,50
7578,2023-10-12,Mobile,2024-04-28,81,0
7579,2023-07-15,Mobile,2023-08-26,39,20
7580,2023-11-03,Referral,2024-03-03,21,0
7581,2023-06-01,Web,2024-01-29,27,0
7582,2023-01-14,Web,2023-08-10,78,0
7583,2023-11-21,Mobile,2024-11-10,15,0
7584,2023-05-26,Mobile,2024-04-13,3,10
7585,2023-02-26,Referral,2024-02-24,11,0
7586,2023-07-30,Web,2023-08-08,16,0
7587,2023-09-25,Web,2024-03-04,9,0
7588,2023-07-29,Referral,2023-11-17,22,20
7589,2023-01-17,Mobile,2023-09-06,10,50
7590,2023-10-13,Mobile,2024-03-07,3,0
7591,2023-12-10,Web,2024-10-23,6,0
7592,2023-07-22,Web,2024-01-14,75,0
7593,2023-04-09,Mobile,2023-09-06,29,10
7594,2023-10-06,Web,2023-10-17,11,50
7595,2023-07-28,Referral,2024-07-09,13,0
7596,2023-05-09,Mobile,2024-04-30,20,10
7597,2023-12-01,Web,2024-10-01,33,0
7598,2023-10-15,Mobile,2023-11-04,26,10
7599,2023-09-09,Mobile,2024-07-29,80,20
7600,2023-09-22,Web,2023-11-02,29,20
7601,2023-09-28,Web,2024-03-03,72,0
7602,2023-07-07,Mobile,2024-04-01,0,0
7603,2023-08-02,Mobile,2024-02-05,66,20
7604,2023-10-10,Mobile,2024-03-18,38,0
7605,2023-07-30,Mobile,2023-12-18,5,0
7606,2023-12-31,Mobile,2024-04-03,9,50
7607,2023-03-17,Mobile,2023-10-25,23,0
7608,2023-05-28,Mobile,2024-04-26,4,0
7609,2023-11-17,Mobile,2024-05-25,46,0
7610,2023-08-01,Web,2024-03-01,46,0
7611,2023-04-19,Referral,2023-06-13,10,0
7612,2023-05-09,Mobile,2024-02-25,2,0
7613,2023-01-10,Referral,2023-04-12,134,0
7614,2023-02-16,Mobile,2023-07-06,8,0
7615,2023-11-11,Web,2024-04-21,2,0
7616,2023-04-06,Mobile,2024-01-17,12,10
7617,2023-04-13,Web,2023-09-19,104,0
7618,2023-12-08,Mobile,2024-07-19,47,50
7619,2023-05-26,Mobile,2023-11-13,19,0
7620,2023-01-27,Referral,2023-12-19,10,50
7621,2023-08-08,Mobile,2024-02-07,16,0
7622,2023-01-18,Mobile,2023-12-17,0,0
7623,2023-06-16,Web,2023-08-09,38,0
7624,2023-03-23,Referral,2024-01-22,3,20
7625,2023-03-13,Referral,2023-06-12,21,50
7626,2023-11-06,Mobile,2023-12-13,25,50
7627,2023-09-11,Web,2024-06-16,0,0
7628,2023-06-11,Mobile,2023-11-03,117,0
7629,2023-11-23,Web,2024-06-20,10,0
7630,2023-02-07,Mobile,2023-09-23,2,0
7631,2023-07-20,Web,2023-11-14,57,0
7632,2023-07-19,Mobile,2024-04-26,4,0
7633,2023-09-12,Mobile,2024-09-03,0,0
7634,2023-06-28,Web,2023-07-07,20,10
7635,2023-02-04,Mobile,2023-09-08,4,0
7636,2023-03-23,Referral,2023-12-08,121,0
7637,2023-08-08,Web,2024-07-11,0,0
7638,2023-06-07,Mobile,2023-07-11,1,20
7639,2023-01-04,Web,2023-12-21,53,50
7640,2023-06-16,Web,2023-09-10,8,0
7641,2023-07-23,Web,2024-03-19,72,0
7642,2023-07-13,Mobile,2024-06-25,11,0
7643,2023-08-23,Mobile,2024-07-15,2,0
7644,2023-07-25,Referral,2024-04-07,0,0
7645,2023-05-30,Mobile,2023-09-29,9,0
7646,2023-06-08,Web,2023-07-12,19,0
7647,2023-10-06,Mobile,2024-01-29,0,10
7648,2023-10-31,Web,2024-07-15,26,0
7649,2023-06-15,Mobile,2024-01-04,12,0
7650,2023-11-07,Web,2024-09-01,14,0
7651,2023-03-09,Web,2024-02-18,9,20
7652,2023-03-29,Mobile,2024-01-24,22,0
7653,2023-08-05,Referral,2024-05-22,7,0
7654,2023-01-01,Web,2023-09-06,4,20
7655,2023-05-15,Referral,2023-12-26,66,0
7656,2023-07-04,Web,2023-12-11,14,0
7657,2023-12-17,Referral,2024-08-13,2,0
7658,2023-05-20,Mobile,2024-04-08,7,10
7659,2023-04-16,Web,2023-05-09,11,0
7660,2023-05-13,Web,2023-12-18,44,0
7661,2023-04-18,Web,2023-08-14,0,0
7662,2023-06-27,Web,2024-01-17,19,0
7663,2023-10-25,Web,2023-11-23,15,0
7664,2023-12-24,Mobile,2024-04-27,103,0
7665,2023-12-25,Referral,2024-08-15,5,0
7666,2023-05-26,Web,2023-09-06,29,0
7667,2023-03-15,Mobile,2024-02-28,6,0
7668,2023-04-18,Mobile,2023-04-25,23,0
7669,2023-05-02,Referral,2024-01-22,24,0
7670,2023-01-17,Mobile,2023-10-02,2,10
7671,2023-07-15,Mobile,2023-08-08,18,10
7672,2023-11-23,Mobile,2024-06-18,18,0
7673,2023-11-14,Web,2024-09-07,11,0
7674,2023-10-24,Web,2024-10-19,9,0
7675,2023-09-09,Mobile,2024-01-19,7,10
7676,2023-04-29,Web,2024-04-25,0,10
7677,2023-06-11,Mobile,2024-04-02,0,0
7678,2023-07-17,Web,2024-01-11,26,20
7679,2023-02-14,Mobile,2023-09-27,10,50
7680,2023-11-10,Web,2024-11-03,5,50
7681,2023-06-28,Referral,2023-08-08,34,50
7682,2023-02-13,Referral,2023-12-24,22,20
7683,2023-09-28,Web,2024-02-28,73,0
7684,2023-03-19,Web,2023-06-23,53,0
7685,2023-11-22,Mobile,2024-02-04,38,20
7686,2023-06-27,Web,2023-09-23,4,0
7687,2023-12-23,Web,2024-07-19,32,0
7688,2023-01-03,Web,2023-10-01,35,0
7689,2023-08-02,Referral,2023-11-02,43,10
7690,2023-12-08,Referral,2024-08-20,9,0
7691,2023-03-15,Mobile,2023-10-16,30,0
7692,2023-02-20,Mobile,2024-02-02,28,0
7693,2023-03-08,Referral,2023-04-12,14,50
7694,2023-11-28,Referral,2024-11-23,32,0
7695,2023-04-03,Referral,2024-02-17,2,0
7696,2023-06-25,Web,2023-08-29,30,0
7697,2023-05-25,Web,2023-08-04,27,0
7698,2023-01-07,Mobile,2023-08-25,7,0
7699,2023-09-26,Mobile,2024-08-30,51,20
7700,2023-11-18,Web,2024-10-14,62,50
7701,2023-01-04,Web,2023-03-16,7,0
7702,2023-05-18,Referral,2023-09-27,2,0
7703,2023-08-19,Referral,2023-12-12,27,10
7704,2023-03-29,Web,2023-12-30,19,0
7705,2023-01-17,Referral,2023-11-18,16,0
7706,2023-02-21,Mobile,2023-03-31,42,10
7707,2023-05-14,Referral,2023-12-16,104,10
7708,2023-07-30,Mobile,2024-05-29,19,20
7709,2023-11-21,Web,2024-03-29,0,0
7710,2023-08-07,Mobile,2023-11-22,27,20
7711,2023-07-24,Mobile,2024-02-19,31,0
7712,2023-07-30,Mobile,2023-12-01,52,0
7713,2023-10-04,Web,2024-03-26,6,20
7714,2023-01-24,Referral,2023-03-04,22,0
7715,2023-01-04,Web,2023-12-05,17,0
7716,2023-06-01,Web,2024-02-06,32,10
7717,2023-09-16,Mobile,2024-08-25,1,20
7718,2023-11-20,Mobile,2024-09-28,64,0
7719,2023-12-23,Mobile,2024-02-23,21,0
7720,2023-06-17,Mobile,2024-04-22,62,10
7721,2023-06-25,Mobile,2023-11-17,12,10
7722,2023-11-06,Mobile,2024-02-29,31,20
7723,2023-10-18,Mobile,2024-04-02,94,0
7724,2023-02-25,Web,2023-06-20,86,0
7725,2023-04-18,Mobile,2023-09-21,86,0
7726,2023-10-23,Referral,2023-12-31,1,0
7727,2023-11-20,Web,2024-03-09,15,0
7728,2023-10-29,Mobile,2024-06-05,1,0
7729,2023-11-30,Referral,2024-03-04,11,0
7730,2023-05-21,Web,2023-06-20,5,0
7731,2023-06-04,Mobile,2023-11-12,29,0
7732,2023-09-19,Referral,2023-12-04,45,0
7733,2023-09-30,Web,2023-11-17,21,0
7734,2023-08-20,Web,2023-11-22,47,0
7735,2023-08-29,Referral,2024-01-13,0,0
7736,2023-12-21,Referral,2024-06-03,51,0
7737,2023-12-03,Mobile,2024-07-26,5,0
7738,2023-09-15,Mobile,2024-06-06,18,10
7739,2023-09-06,Referral,2023-12-30,17,20
7740,2023-03-18,Mobile,2023-09-02,61,0
7741,2023-06-29,Web,2023-09-18,101,10
7742,2023-03-07,Web,2023-10-06,8,0
7743,2023-11-04,Mobile,2023-11-21,2,0
7744,2023-12-14,Referral,2024-02-14,31,50
7745,2023-06-20,Referral,2024-06-02,20,0
7746,2023-01-22,Referral,2023-03-03,25,0
7747,2023-04-17,Referral,2023-05-16,1,10
7748,2023-11-19,Mobile,2023-12-27,44,50
7749,2023-08-15,Mobile,2024-01-06,7,50
7750,2023-08-04,Mobile,2024-05-09,12,50
7751,2023-03-10,Mobile,2023-10-22,7,0
7752,2023-03-25,Mobile,2023-05-05,87,0
7753,2023-04-13,Web,2023-08-24,5,0
7754,2023-02-08,Referral,2023-12-25,39,0
7755,2023-01-13,Mobile,2023-12-06,8,0
7756,2023-10-24,Web,2024-06-02,16,20
7757,2023-11-09,Mobile,2024-10-13,166,0
7758,2023-06-30,Mobile,2024-03-08,3,0
7759,2023-09-25,Web,2024-01-18,63,0
7760,2023-01-13,Referral,2023-11-17,87,0
7761,2023-04-30,Web,2023-12-10,35,10
7762,2023-12-19,Web,2024-07-06,0,0
7763,2023-02-26,Mobile,2023-07-27,51,0
7764,2023-02-09,Mobile,2024-01-23,64,0
7765,2023-12-02,Referral,2024-01-15,118,0
7766,2023-05-08,Referral,2023-09-23,54,0
7767,2023-06-22,Referral,2024-06-12,17,0
7768,2023-02-04,Web,2023-08-18,35,0
7769,2023-09-16,Web,2024-03-01,19,0
7770,2023-01-05,Mobile,2023-03-11,13,50
7771,2023-08-06,Web,2023-08-15,29,0
7772,2023-01-11,Referral,2023-02-21,44,0
7773,2023-11-23,Mobile,2024-07-01,30,0
7774,2023-04-27,Referral,2023-12-12,52,0
7775,2023-07-03,Web,2024-02-08,5,0
7776,2023-12-28,Mobile,2024-05-19,14,50
7777,2023-04-26,Mobile,2023-08-14,11,0
7778,2023-06-11,Web,2023-09-22,6,0
7779,2023-03-08,Mobile,2023-08-27,17,0
7780,2023-07-19,Mobile,2024-04-12,88,10
7781,2023-01-31,Mobile,2023-05-02,23,0
7782,2023-03-16,Web,2023-06-12,10,0
7783,2023-08-25,Web,2024-04-09,13,0
7784,2023-11-23,Mobile,2023-12-08,28,50
7785,2023-03-07,Web,2024-02-01,13,0
7786,2023-03-11,Web,2023-09-17,23,0
7787,2023-10-24,Web,2024-10-12,9,0
7788,2023-01-20,Web,2023-09-12,12,50
7789,2023-08-14,Web,2024-01-06,36,0
7790,2023-07-18,Web,2023-11-05,26,0
7791,2023-02-08,Mobile,2023-10-23,2,0
7792,2023-05-25,Mobile,2023-07-17,108,50
7793,2023-02-14,Mobile,2023-11-08,1,0
7794,2023-11-22,Referral,2024-06-18,2,0
7795,2023-04-01,Mobile,2024-03-27,36,0
7796,2023-08-26,Mobile,2023-10-20,36,50
7797,2023-03-11,Referral,2023-09-06,0,10
7798,2023-06-15,Mobile,2024-01-30,30,0
7799,2023-05-10,Mobile,2024-01-30,1,0
7800,2023-08-02,Mobile,2024-03-15,97,0
7801,2023-12-06,Mobile,2024-07-20,35,10
7802,2023-03-30,Mobile,2023-12-28,6,0
